stopword & Stemming,"after_N-Gram(1,2)"
"['apk', 'pas', 'download', 'video', 'offline', 'tulis', 'tunggu', 'antri', 'download', '1', 'pake', 'wifi', 'jaring', 'aman', 'pake', 'download', 'apk', 'kisar', '50', 'atas', 'video', 'cepet', 'download', 'video', '10', 'tolong', 'baik']","['apk', 'apk pas', 'pas', 'pas download', 'download', 'download video', 'video', 'video offline', 'offline', 'offline tulis', 'tulis', 'tulis tunggu', 'tunggu', 'tunggu antri', 'antri', 'antri download', 'download', 'download 1', '1', '1 pake', 'pake', 'pake wifi', 'wifi', 'wifi jaring', 'jaring', 'jaring aman', 'aman', 'aman pake', 'pake', 'pake download', 'download', 'download apk', 'apk', 'apk kisar', 'kisar', 'kisar 50', '50', '50 atas', 'atas', 'atas video', 'video', 'video cepet', 'cepet', 'cepet download', 'download', 'download video', 'video', 'video 10', '10', '10 tolong', 'tolong', 'tolong baik', 'baik']"
"['tipu', 'fitur', 'roboguru', 'plus', 'guru', 'nama', 'dinna', 'sesuai', 'foto', 'tolong', 'tindaklanjuti']","['tipu', 'tipu fitur', 'fitur', 'fitur roboguru', 'roboguru', 'roboguru plus', 'plus', 'plus guru', 'guru', 'guru nama', 'nama', 'nama dinna', 'dinna', 'dinna sesuai', 'sesuai', 'sesuai foto', 'foto', 'foto tolong', 'tolong', 'tolong tindaklanjuti', 'tindaklanjuti']"
"['semenjak', 'liat', 'bayar', 'gaenak']","['semenjak', 'semenjak liat', 'liat', 'liat bayar', 'bayar', 'bayar gaenak', 'gaenak']"
"['bantu', 'ajar']","['bantu', 'bantu ajar', 'ajar']"
"['bagus', 'banget', 'aplikasi', 'mudah', 'anak2', 'ajar', 'hp']","['bagus', 'bagus banget', 'banget', 'banget aplikasi', 'aplikasi', 'aplikasi mudah', 'mudah', 'mudah anak2', 'anak2', 'anak2 ajar', 'ajar', 'ajar hp', 'hp']"
"['fitur', 'hp', 'udh', 'bagusdi', 'laptop', 'jelek', 'banget', 'sistem', 'download', 'video', 'tonton', 'offline', 'laptop', 'banget', 'simpan', 'laptop', 'banding', 'hp']","['fitur', 'fitur hp', 'hp', 'hp udh', 'udh', 'udh bagusdi', 'bagusdi', 'bagusdi laptop', 'laptop', 'laptop jelek', 'jelek', 'jelek banget', 'banget', 'banget sistem', 'sistem', 'sistem download', 'download', 'download video', 'video', 'video tonton', 'tonton', 'tonton offline', 'offline', 'offline laptop', 'laptop', 'laptop banget', 'banget', 'banget simpan', 'simpan', 'simpan laptop', 'laptop', 'laptop banding', 'banding', 'banding hp', 'hp']"
"['materi', 'ajar', 'bagus', 'lengkap', 'lengkap', 'bayar']","['materi', 'materi ajar', 'ajar', 'ajar bagus', 'bagus', 'bagus lengkap', 'lengkap', 'lengkap lengkap', 'lengkap', 'lengkap bayar', 'bayar']"
"['ranting5', 'dqri']","['ranting5', 'ranting5 dqri', 'dqri']"
"['aplikasi', 'bantu', 'anakanak', 'ajar', 'giat']","['aplikasi', 'aplikasi bantu', 'bantu', 'bantu anakanak', 'anakanak', 'anakanak ajar', 'ajar', 'ajar giat', 'giat']"
"['ajar', 'bagus', 'terima', 'kasih', 'ruang', 'guru']","['ajar', 'ajar bagus', 'bagus', 'bagus terima', 'terima', 'terima kasih', 'kasih', 'kasih ruang', 'ruang', 'ruang guru', 'guru']"
['best'],['best']
[],[]
"['nomer', 'kirim', 'tawar', 'kyk', 'teror', 'pinjol']","['nomer', 'nomer kirim', 'kirim', 'kirim tawar', 'tawar', 'tawar kyk', 'kyk', 'kyk teror', 'teror', 'teror pinjol', 'pinjol']"
"['apk', 'bagus', 'akuu', 'sukaa', 'semangat', 'ruang', 'guru']","['apk', 'apk bagus', 'bagus', 'bagus akuu', 'akuu', 'akuu sukaa', 'sukaa', 'sukaa semangat', 'semangat', 'semangat ruang', 'ruang', 'ruang guru', 'guru']"
"['aplikasi', 'bagus', 'suka']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus suka', 'suka']"
"['awalawal', 'langgan', 'fitur', 'nama', 'roboguru', 'plus', 'pakai', 'koin', 'harga', 'beli', 'lumayan', 'beli', 'sesi', '1', 'koin', 'nanyain', 'trs', 'fitur', 'roboguru', 'plus', 'sesi', '1', 'sesi', 'ngabisin', 'koin', 'harga', 'lumayan', 'kecewa', 'atur', 'ubah', 'gin', 'harga', 'koin', 'turun']","['awalawal', 'awalawal langgan', 'langgan', 'langgan fitur', 'fitur', 'fitur nama', 'nama', 'nama roboguru', 'roboguru', 'roboguru plus', 'plus', 'plus pakai', 'pakai', 'pakai koin', 'koin', 'koin harga', 'harga', 'harga beli', 'beli', 'beli lumayan', 'lumayan', 'lumayan beli', 'beli', 'beli sesi', 'sesi', 'sesi 1', '1', '1 koin', 'koin', 'koin nanyain', 'nanyain', 'nanyain trs', 'trs', 'trs fitur', 'fitur', 'fitur roboguru', 'roboguru', 'roboguru plus', 'plus', 'plus sesi', 'sesi', 'sesi 1', '1', '1 sesi', 'sesi', 'sesi ngabisin', 'ngabisin', 'ngabisin koin', 'koin', 'koin harga', 'harga', 'harga lumayan', 'lumayan', 'lumayan kecewa', 'kecewa', 'kecewa atur', 'atur', 'atur ubah', 'ubah', 'ubah gin', 'gin', 'gin harga', 'harga', 'harga koin', 'koin', 'koin turun', 'turun']"
"['bagus', 'apknya', 'guna', 'pintar', 'rajin']","['bagus', 'bagus apknya', 'apknya', 'apknya guna', 'guna', 'guna pintar', 'pintar', 'pintar rajin', 'rajin']"
"['baguss', 'banget', 'erti', 'hitung', 'cepat', 'mudah', 'menggukur', 'sudut', 'trimakasih', 'ruang', 'guru']","['baguss', 'baguss banget', 'banget', 'banget erti', 'erti', 'erti hitung', 'hitung', 'hitung cepat', 'cepat', 'cepat mudah', 'mudah', 'mudah menggukur', 'menggukur', 'menggukur sudut', 'sudut', 'sudut trimakasih', 'trimakasih', 'trimakasih ruang', 'ruang', 'ruang guru', 'guru']"
"['makasih', 'ruang', 'guru', 'ruang', 'guru', 'nilai', 'tingkat', 'phytagoras', 'untung', 'ruang', 'guru', 'gampang', 'makasih', 'ruang', 'guru', 'nyesel', 'download']","['makasih', 'makasih ruang', 'ruang', 'ruang guru', 'guru', 'guru ruang', 'ruang', 'ruang guru', 'guru', 'guru nilai', 'nilai', 'nilai tingkat', 'tingkat', 'tingkat phytagoras', 'phytagoras', 'phytagoras untung', 'untung', 'untung ruang', 'ruang', 'ruang guru', 'guru', 'guru gampang', 'gampang', 'gampang makasih', 'makasih', 'makasih ruang', 'ruang', 'ruang guru', 'guru', 'guru nyesel', 'nyesel', 'nyesel download', 'download']"
"['ruangguru', 'bantu', 'ajar', 'paham', 'ajar', 'erti', 'paham', 'ajar', 'ruangguru']","['ruangguru', 'ruangguru bantu', 'bantu', 'bantu ajar', 'ajar', 'ajar paham', 'paham', 'paham ajar', 'ajar', 'ajar erti', 'erti', 'erti paham', 'paham', 'paham ajar', 'ajar', 'ajar ruangguru', 'ruangguru']"
['bagus'],['bagus']
"['bagus', 'banget']","['bagus', 'bagus banget', 'banget']"
"['bagus', 'baangget', 'bantu', 'ajar']","['bagus', 'bagus baangget', 'baangget', 'baangget bantu', 'bantu', 'bantu ajar', 'ajar']"
"['aneh', 'pas', 'langgan', 'roboguru', 'dipake', 'terus', 'google', 'pas', 'langgan', 'batesnya', 'google', 'gilir', 'roboguru', 'rg', 'dipake', 'bates']","['aneh', 'aneh pas', 'pas', 'pas langgan', 'langgan', 'langgan roboguru', 'roboguru', 'roboguru dipake', 'dipake', 'dipake terus', 'terus', 'terus google', 'google', 'google pas', 'pas', 'pas langgan', 'langgan', 'langgan batesnya', 'batesnya', 'batesnya google', 'google', 'google gilir', 'gilir', 'gilir roboguru', 'roboguru', 'roboguru rg', 'rg', 'rg dipake', 'dipake', 'dipake bates', 'bates']"
['bantu'],['bantu']
"['bagus', 'banget', 'aplikadi', 'nonton', 'vidio', 'kaya', 'matematika']","['bagus', 'bagus banget', 'banget', 'banget aplikadi', 'aplikadi', 'aplikadi nonton', 'nonton', 'nonton vidio', 'vidio', 'vidio kaya', 'kaya', 'kaya matematika', 'matematika']"
['bagus'],['bagus']
"['bagus', 'tabisa']","['bagus', 'bagus tabisa', 'tabisa']"
"['ruangguru', 'bagus', 'anak', 'langgan', 'lounching', 'maaf', 'panjang', 'serasa', 'koyak', 'oyakpdhl', 'langgan', '1', '2', 'semester', 'smstr', '2', 'tolong', 'langgan', 'perhati', 'yakin', 'cocok', 'tetep', 'panjang']","['ruangguru', 'ruangguru bagus', 'bagus', 'bagus anak', 'anak', 'anak langgan', 'langgan', 'langgan lounching', 'lounching', 'lounching maaf', 'maaf', 'maaf panjang', 'panjang', 'panjang serasa', 'serasa', 'serasa koyak', 'koyak', 'koyak oyakpdhl', 'oyakpdhl', 'oyakpdhl langgan', 'langgan', 'langgan 1', '1', '1 2', '2', '2 semester', 'semester', 'semester smstr', 'smstr', 'smstr 2', '2', '2 tolong', 'tolong', 'tolong langgan', 'langgan', 'langgan perhati', 'perhati', 'perhati yakin', 'yakin', 'yakin cocok', 'cocok', 'cocok tetep', 'tetep', 'tetep panjang', 'panjang']"
"['bagus', 'banget', 'ajar', 'semangat']","['bagus', 'bagus banget', 'banget', 'banget ajar', 'ajar', 'ajar semangat', 'semangat']"
"['qjsudoeojoffikroeorrirutjyyri', 'fruuttugutir', 'trik', 'ir', 'tiri', 'taman', 'routoytyui', 'yirritkhohohjonou', 'hridurugituuouih', 'today', 'trigonometri', 'all', 'huigititiriirurut', 'tuturu4u4uru', 'ruhfhhdjujdjduduudfuuftryrehudfuufuufjggjugjgjg', 'jgguutuguyru', 'gadis', 'gratis', 'gr', 'daging', 'ayam', 'try', 'i6', 'berbagayrghtiihhjyigki', 'tempat', 'itiutktuykktu', 'uduu']","['qjsudoeojoffikroeorrirutjyyri', 'qjsudoeojoffikroeorrirutjyyri fruuttugutir', 'fruuttugutir', 'fruuttugutir trik', 'trik', 'trik ir', 'ir', 'ir tiri', 'tiri', 'tiri taman', 'taman', 'taman routoytyui', 'routoytyui', 'routoytyui yirritkhohohjonou', 'yirritkhohohjonou', 'yirritkhohohjonou hridurugituuouih', 'hridurugituuouih', 'hridurugituuouih today', 'today', 'today trigonometri', 'trigonometri', 'trigonometri all', 'all', 'all huigititiriirurut', 'huigititiriirurut', 'huigititiriirurut tuturu4u4uru', 'tuturu4u4uru', 'tuturu4u4uru ruhfhhdjujdjduduudfuuftryrehudfuufuufjggjugjgjg', 'ruhfhhdjujdjduduudfuuftryrehudfuufuufjggjugjgjg', 'ruhfhhdjujdjduduudfuuftryrehudfuufuufjggjugjgjg jgguutuguyru', 'jgguutuguyru', 'jgguutuguyru gadis', 'gadis', 'gadis gratis', 'gratis', 'gratis gr', 'gr', 'gr daging', 'daging', 'daging ayam', 'ayam', 'ayam try', 'try', 'try i6', 'i6', 'i6 berbagayrghtiihhjyigki', 'berbagayrghtiihhjyigki', 'berbagayrghtiihhjyigki tempat', 'tempat', 'tempat itiutktuykktu', 'itiutktuykktu', 'itiutktuykktu uduu', 'uduu']"
"['materi', 'mudah', 'paham', 'tingkat', 'fitur', 'adapto', 'kuis', 'video', 'tibatiba', 'buram', 'bergarisgaris']","['materi', 'materi mudah', 'mudah', 'mudah paham', 'paham', 'paham tingkat', 'tingkat', 'tingkat fitur', 'fitur', 'fitur adapto', 'adapto', 'adapto kuis', 'kuis', 'kuis video', 'video', 'video tibatiba', 'tibatiba', 'tibatiba buram', 'buram', 'buram bergarisgaris', 'bergarisgaris']"
"['bagus', 'banget', 'aplikasi', 'ajar']","['bagus', 'bagus banget', 'banget', 'banget aplikasi', 'aplikasi', 'aplikasi ajar', 'ajar']"
[],[]
"['langgan', 'video', 'niat', 'ajar', 'bayar', 'uang']","['langgan', 'langgan video', 'video', 'video niat', 'niat', 'niat ajar', 'ajar', 'ajar bayar', 'bayar', 'bayar uang', 'uang']"
['bgs'],['bgs']
"['aplikasi', 'bantu', 'belajarsaya', 'siswa', 'kelas', '7', 'bantu', 'aplikasi', 'ruangguru', 'jelas', 'guru', 'aplikasi', 'mudah', 'paham']","['aplikasi', 'aplikasi bantu', 'bantu', 'bantu belajarsaya', 'belajarsaya', 'belajarsaya siswa', 'siswa', 'siswa kelas', 'kelas', 'kelas 7', '7', '7 bantu', 'bantu', 'bantu aplikasi', 'aplikasi', 'aplikasi ruangguru', 'ruangguru', 'ruangguru jelas', 'jelas', 'jelas guru', 'guru', 'guru aplikasi', 'aplikasi', 'aplikasi mudah', 'mudah', 'mudah paham', 'paham']"
['bagus'],['bagus']
"['aplikasi', 'lengkap', 'bagus', 'pokok', 'pakai', 'ajar', 'bahas', 'bagus', 'seru', 'soalsoalnya', 'bahas', 'seru', 'banget', 'terima', 'kasih', 'ruang', 'guru']","['aplikasi', 'aplikasi lengkap', 'lengkap', 'lengkap bagus', 'bagus', 'bagus pokok', 'pokok', 'pokok pakai', 'pakai', 'pakai ajar', 'ajar', 'ajar bahas', 'bahas', 'bahas bagus', 'bagus', 'bagus seru', 'seru', 'seru soalsoalnya', 'soalsoalnya', 'soalsoalnya bahas', 'bahas', 'bahas seru', 'seru', 'seru banget', 'banget', 'banget terima', 'terima', 'terima kasih', 'kasih', 'kasih ruang', 'ruang', 'ruang guru', 'guru']"
"['bagus', 'ajar', 'rebah']","['bagus', 'bagus ajar', 'ajar', 'ajar rebah', 'rebah']"
"['bagus', 'seru']","['bagus', 'bagus seru', 'seru']"
"['suka', 'tampilantingkatkn']","['suka', 'suka tampilantingkatkn', 'tampilantingkatkn']"
['bagus'],['bagus']
['bagus'],['bagus']
"['pokok', 'best']","['pokok', 'pokok best', 'best']"
['bagus'],['bagus']
"['bagus', 'ajar']","['bagus', 'bagus ajar', 'ajar']"
"['rekomendasi', 'kasih', 'bintang', '3', '3', '2']","['rekomendasi', 'rekomendasi kasih', 'kasih', 'kasih bintang', 'bintang', 'bintang 3', '3', '3 3', '3', '3 2', '2']"
"['inti', 'ruangguru', 'perfect']","['inti', 'inti ruangguru', 'ruangguru', 'ruangguru perfect', 'perfect']"
"['napa', 'gratis']","['napa', 'napa gratis', 'gratis']"
"['aplikasi', 'bagus', 'kadang', 'bug', 'musik', 'pas', 'ganggu', 'banget']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus kadang', 'kadang', 'kadang bug', 'bug', 'bug musik', 'musik', 'musik pas', 'pas', 'pas ganggu', 'ganggu', 'ganggu banget', 'banget']"
['xyiqis'],['xyiqis']
"['mantap', 'ruang', 'guru']","['mantap', 'mantap ruang', 'ruang', 'ruang guru', 'guru']"
['apk'],['apk']
"['bagus', 'memberika', 'erti', 'guru', 'trimakasih', 'ruang', 'guru']","['bagus', 'bagus memberika', 'memberika', 'memberika erti', 'erti', 'erti guru', 'guru', 'guru trimakasih', 'trimakasih', 'trimakasih ruang', 'ruang', 'ruang guru', 'guru']"
"['lumayan', 'erti', 'ajar', 'ajar', 'mudah', 'terimakasih', 'ruang', 'guru']","['lumayan', 'lumayan erti', 'erti', 'erti ajar', 'ajar', 'ajar ajar', 'ajar', 'ajar mudah', 'mudah', 'mudah terimakasih', 'terimakasih', 'terimakasih ruang', 'ruang', 'ruang guru', 'guru']"
"['koneksi', 'suka', 'error', 'suka', 'force', 'close', 'heran', 'hp', 'poco', '3', 'pro', 'chipsetnya', 'snapdragon', '800']","['koneksi', 'koneksi suka', 'suka', 'suka error', 'error', 'error suka', 'suka', 'suka force', 'force', 'force close', 'close', 'close heran', 'heran', 'heran hp', 'hp', 'hp poco', 'poco', 'poco 3', '3', '3 pro', 'pro', 'pro chipsetnya', 'chipsetnya', 'chipsetnya snapdragon', 'snapdragon', 'snapdragon 800', '800']"
"['ruang', 'guru']","['ruang', 'ruang guru', 'guru']"
"['ruang', 'guru', 'ruang', 'kepala', 'sekolah']","['ruang', 'ruang guru', 'guru', 'guru ruang', 'ruang', 'ruang kepala', 'kepala', 'kepala sekolah', 'sekolah']"
['bagus'],['bagus']
"['liat', 'kelas', 'ajar', 'volum', 'kubustabung', 'coba', 'liat', 'ruang', 'guru', 'materi', 'pelajarin', 'ajar', 'ajar', 'materi']","['liat', 'liat kelas', 'kelas', 'kelas ajar', 'ajar', 'ajar volum', 'volum', 'volum kubustabung', 'kubustabung', 'kubustabung coba', 'coba', 'coba liat', 'liat', 'liat ruang', 'ruang', 'ruang guru', 'guru', 'guru materi', 'materi', 'materi pelajarin', 'pelajarin', 'pelajarin ajar', 'ajar', 'ajar ajar', 'ajar', 'ajar materi', 'materi']"
"['harap', 'pintar']","['harap', 'harap pintar', 'pintar']"
"['malas', 'langgan', 'mahal', 'banget', '1']","['malas', 'malas langgan', 'langgan', 'langgan mahal', 'mahal', 'mahal banget', 'banget', 'banget 1', '1']"
"['pilih', 'rute', 'driver', 'sopan', 'seragam', 'lengkap']","['pilih', 'pilih rute', 'rute', 'rute driver', 'driver', 'driver sopan', 'sopan', 'sopan seragam', 'seragam', 'seragam lengkap', 'lengkap']"
"['lumayan', 'ajar', 'baik', 'putar', 'video', 'ajar', 'loading', 'hewan', 'ajar', 'sakit']","['lumayan', 'lumayan ajar', 'ajar', 'ajar baik', 'baik', 'baik putar', 'putar', 'putar video', 'video', 'video ajar', 'ajar', 'ajar loading', 'loading', 'loading hewan', 'hewan', 'hewan ajar', 'ajar', 'ajar sakit', 'sakit']"
"['jelas', 'detail']","['jelas', 'jelas detail', 'detail']"
"['balikin', 'fitur', 'nyicil', 'ken', 'beli', 'tpi', 'lgi', 'hemat', 'uang', 'dkembaiin', 'psti', 'langgan']","['balikin', 'balikin fitur', 'fitur', 'fitur nyicil', 'nyicil', 'nyicil ken', 'ken', 'ken beli', 'beli', 'beli tpi', 'tpi', 'tpi lgi', 'lgi', 'lgi hemat', 'hemat', 'hemat uang', 'uang', 'uang dkembaiin', 'dkembaiin', 'dkembaiin psti', 'psti', 'psti langgan', 'langgan']"
['mudah'],['mudah']
"['paham', 'kakak', 'guna', 'ruang', 'guru', 'pintar', 'terimakasih', 'ruang', 'guru']","['paham', 'paham kakak', 'kakak', 'kakak guna', 'guna', 'guna ruang', 'ruang', 'ruang guru', 'guru', 'guru pintar', 'pintar', 'pintar terimakasih', 'terimakasih', 'terimakasih ruang', 'ruang', 'ruang guru', 'guru']"
"['bagus', 'keren']","['bagus', 'bagus keren', 'keren']"
"['bantu', 'kualitas']","['bantu', 'bantu kualitas', 'kualitas']"
"['dapet', 'sembilan', 'puluh']","['dapet', 'dapet sembilan', 'sembilan', 'sembilan puluh', 'puluh']"
"['affah', 'iyha', 'jelek']","['affah', 'affah iyha', 'iyha', 'iyha jelek', 'jelek']"
['andi'],['andi']
"['jelas', 'mudah', 'paham', 'bantu', 'ajar', 'sekolah']","['jelas', 'jelas mudah', 'mudah', 'mudah paham', 'paham', 'paham bantu', 'bantu', 'bantu ajar', 'ajar', 'ajar sekolah', 'sekolah']"
"['terima', 'kasih', 'ruang', 'guru', 'pintar', 'karna', 'ajar', 'ruang', 'guru']","['terima', 'terima kasih', 'kasih', 'kasih ruang', 'ruang', 'ruang guru', 'guru', 'guru pintar', 'pintar', 'pintar karna', 'karna', 'karna ajar', 'ajar', 'ajar ruang', 'ruang', 'ruang guru', 'guru']"
"['aplikasi', 'bagus', 'ajar', 'suka', 'aplikasi', 'bantu', 'ajar']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus ajar', 'ajar', 'ajar suka', 'suka', 'suka aplikasi', 'aplikasi', 'aplikasi bantu', 'bantu', 'bantu ajar', 'ajar']"
"['suka', 'banget', 'ruang', 'guru']","['suka', 'suka banget', 'banget', 'banget ruang', 'ruang', 'ruang guru', 'guru']"
['butut'],['butut']
"['bagus', 'sekali', 'utbk']","['bagus', 'bagus sekali', 'sekali', 'sekali utbk', 'utbk']"
[],[]
"['nanya', 'ruang', 'kepala', 'sekolah', 'mana']","['nanya', 'nanya ruang', 'ruang', 'ruang kepala', 'kepala', 'kepala sekolah', 'sekolah', 'sekolah mana', 'mana']"
"['seru', 'banget', 'unik', 'tarik', 'banget']","['seru', 'seru banget', 'banget', 'banget unik', 'unik', 'unik tarik', 'tarik', 'tarik banget', 'banget']"
"['aplikasi', 'bantu', 'ajar', 'ajar', 'percaya', 'mudah', 'paham', 'materi', 'ajar']","['aplikasi', 'aplikasi bantu', 'bantu', 'bantu ajar', 'ajar', 'ajar ajar', 'ajar', 'ajar percaya', 'percaya', 'percaya mudah', 'mudah', 'mudah paham', 'paham', 'paham materi', 'materi', 'materi ajar', 'ajar']"
['best'],['best']
"['bantu', 'tengah', 'uji']","['bantu', 'bantu tengah', 'tengah', 'tengah uji', 'uji']"
"['ajar', 'sngt']","['ajar', 'ajar sngt', 'sngt']"
[],[]
['bagus'],['bagus']
"['minimal', 'difix', 'apk', 'rilis', 'poling', 'lt', 'mas', 'ngawur']","['minimal', 'minimal difix', 'difix', 'difix apk', 'apk', 'apk rilis', 'rilis', 'rilis poling', 'poling', 'poling lt', 'lt', 'lt mas', 'mas', 'mas ngawur', 'ngawur']"
"['this', 'application', 'very', 'live', 'suka', 'lag']","['this', 'this application', 'application', 'application very', 'very', 'very live', 'live', 'live suka', 'suka', 'suka lag', 'lag']"
"['gausah', 'langgan', 'nyesel', 'parah']","['gausah', 'gausah langgan', 'langgan', 'langgan nyesel', 'nyesel', 'nyesel parah', 'parah']"
"['suka', 'ruangguru', 'sulit', 'banding']","['suka', 'suka ruangguru', 'ruangguru', 'ruangguru sulit', 'sulit', 'sulit banding', 'banding']"
"['dev', 'knt']","['dev', 'dev knt', 'knt']"
['bintang'],['bintang']
"['reting', 'suruh', 'paksa']","['reting', 'reting suruh', 'suruh', 'suruh paksa', 'paksa']"
['burik'],['burik']
"['akses', 'video', 'ajar', 'susah', 'loading', 'jaring', 'bagus', 'ruang', 'simpan', 'luas']","['akses', 'akses video', 'video', 'video ajar', 'ajar', 'ajar susah', 'susah', 'susah loading', 'loading', 'loading jaring', 'jaring', 'jaring bagus', 'bagus', 'bagus ruang', 'ruang', 'ruang simpan', 'simpan', 'simpan luas', 'luas']"
['god'],['god']
[],[]
"['terimakasih', 'ruang', 'guru']","['terimakasih', 'terimakasih ruang', 'ruang', 'ruang guru', 'guru']"
"['langgan', 'fitur', 'fungsi', 'loading', 'tolong', 'baik']","['langgan', 'langgan fitur', 'fitur', 'fitur fungsi', 'fungsi', 'fungsi loading', 'loading', 'loading tolong', 'tolong', 'tolong baik', 'baik']"
['reward'],['reward']
"['ruang', 'guru', 'bantu', 'proses', 'ajar', 'ajar']","['ruang', 'ruang guru', 'guru', 'guru bantu', 'bantu', 'bantu proses', 'proses', 'proses ajar', 'ajar', 'ajar ajar', 'ajar']"
"['fitur', 'download', 'bahas', 'kecewa', 'guna', 'ruanggru', 'hilang', 'kecewa']","['fitur', 'fitur download', 'download', 'download bahas', 'bahas', 'bahas kecewa', 'kecewa', 'kecewa guna', 'guna', 'guna ruanggru', 'ruanggru', 'ruanggru hilang', 'hilang', 'hilang kecewa', 'kecewa']"
"['pelekspiperlekspi', 'pepiku', 'awaskslsutidak', 'lengakappetoperepiku']","['pelekspiperlekspi', 'pelekspiperlekspi pepiku', 'pepiku', 'pepiku awaskslsutidak', 'awaskslsutidak', 'awaskslsutidak lengakappetoperepiku', 'lengakappetoperepiku']"
"['ajar', 'ruang', 'guru', 'ituu', 'seruu', 'bangett', 'kitaa', 'materi', 'kitaa', 'ajar', 'bangett', 'aplikasi', 'ruang', 'guru', 'ajar', 'nyaa', 'ajar', 'mudah', 'paham', 'pokok', 'best', 'bangett', 'buatt', 'ruang', 'guru', 'berterimakasih', 'ruang', 'guru', 'tambah', 'ilmu', 'ajar', 'akuu', 'pokok', 'akuu', 'rekomend', 'bangett', 'buatt', 'kaliann', 'semuaa', 'ruang', 'guru', 'aplikasi', 'ajar', 'kenal', 'dhe', 'best', 'pokok', 'terimakasih', 'ruang', 'guru']","['ajar', 'ajar ruang', 'ruang', 'ruang guru', 'guru', 'guru ituu', 'ituu', 'ituu seruu', 'seruu', 'seruu bangett', 'bangett', 'bangett kitaa', 'kitaa', 'kitaa materi', 'materi', 'materi kitaa', 'kitaa', 'kitaa ajar', 'ajar', 'ajar bangett', 'bangett', 'bangett aplikasi', 'aplikasi', 'aplikasi ruang', 'ruang', 'ruang guru', 'guru', 'guru ajar', 'ajar', 'ajar nyaa', 'nyaa', 'nyaa ajar', 'ajar', 'ajar mudah', 'mudah', 'mudah paham', 'paham', 'paham pokok', 'pokok', 'pokok best', 'best', 'best bangett', 'bangett', 'bangett buatt', 'buatt', 'buatt ruang', 'ruang', 'ruang guru', 'guru', 'guru berterimakasih', 'berterimakasih', 'berterimakasih ruang', 'ruang', 'ruang guru', 'guru', 'guru tambah', 'tambah', 'tambah ilmu', 'ilmu', 'ilmu ajar', 'ajar', 'ajar akuu', 'akuu', 'akuu pokok', 'pokok', 'pokok akuu', 'akuu', 'akuu rekomend', 'rekomend', 'rekomend bangett', 'bangett', 'bangett buatt', 'buatt', 'buatt kaliann', 'kaliann', 'kaliann semuaa', 'semuaa', 'semuaa ruang', 'ruang', 'ruang guru', 'guru', 'guru aplikasi', 'aplikasi', 'aplikasi ajar', 'ajar', 'ajar kenal', 'kenal', 'kenal dhe', 'dhe', 'dhe best', 'best', 'best pokok', 'pokok', 'pokok terimakasih', 'terimakasih', 'terimakasih ruang', 'ruang', 'ruang guru', 'guru']"
